,channel_id,video_id,title,date,description,viewcount,likecount,dislikecount,favoritecount,commentcount
166,UCFg3rtPVsLpWsaO7kTURikw,t4GDluTGgn0,Hyundai : Going Home,2015-11-21 16:32:34,"“Mother, your son Gu-Hyeon is home”   HYUNDAI MOTOR GROUP Going Home   2015, 65-year Division of Korea Here is an old man who has been longing for home in North Korea. For Kim Gu-Hyeon and other displaced persons pining for home beyond barbed wire fence, Hyundai Motor started “Going Home” Project.  Using a combination of automotive design technology and Vworld (Spatial Information Open Platform), Mr.Kim’s hometown was virtually recreated including wild flowers and streets where he used to walk every day.  On the day the two Koreas reunite as one nation, Mr. Kim’s journey back home will be accompanied by Hyundai Motor Group.",6252905,1011,72,0,88
167,UCRbP2fAbCBOMiaci7tz_sAA,MkC6kRoD4xk,Hyundai | Next Gen Sedan | Arriving Soon | Teaser,2017-07-14 03:27:39,Gear up for thrilling experience. Get a sneak peak of the #NextGenSedan. Arriving Soon. Bookings Open Shortly. Stay tuned for more updates by clicking on http://bit.ly/NextGenSedan  For more updates  Subscribe: https://goo.gl/XsoGVO   Twitter: https://twitter.com/HyundaiIndia   Facebook: https://www.facebook.com/HyundaiIndia  Google+: https://plus.google.com/u/0/b/108160921162004930270/+hyundaiindia/about   Instagram: https://instagram.com/hyundaiindia/   LinkedIn: https://www.linkedin.com/company/hyundai-motor-india-ltd?trk=nav_account_sub_nav_company_admin,5597847,198,56,0,25
168,UCs_gcVRMHEx5mVXfQ7icQTg,2S4Khbv6iSw,2018 Hyundai Azera - interior Exterior and Drive,2017-06-26 13:45:36,"""The 2018 Hyundai Azera looks pretty classy   With the reveal of the new Azera, Hyundai has made it clear that it has no plans to leave the large, upscale sedan market. This South Korean Avalon-fighter underwent a significant redesign inside and out and will first go on sale in Korea next month.  Outside, the Azera has a significantly different and more formal, profile. While the previous model was rakish and wedgy, the new model adopts an upright version of Hyundai's new corporate grille, along with a long hood and more vertical windshield. The flanks also receive long, flowing character lines that give it a muscular appearance. At the back, the Azera gets a new version of the full width taillights that the model has had since the nameplate's introduction two generations ago.  The Azera also changes radically inside. Instead of the downward flowing dash of the old model, the new interior features an instrument panel that emphasizes width, with a dark top portion and lighter lower section. Sandwiched between the two halves of the dash is a section that rises up at the center stack to house the large touch screen and an analog clock, which looks a bit out of place.  Hyundai has yet to reveal any stats, pricing or availability for the new Azera, except for its aforementioned launch date in South Korea, where it will carry the Grandeur name. However, we would imagine more details will be coming soon ahead of its US launch. Read more http://www.autoblog.com/2016/10/27/2018-hyundai-azera-redesign-style/  """"2017 Test Drive Review""""  """"SUBSCRIBE NOW""""""",5398894,32824,2358,0,1492
169,UCnBYf03jmMPiABvbSYbxMcA,zQrj3V8sj2Y,Hyundai | Inscreva-se no canal,2017-11-17 22:07:13,Quer assistir aos vídeos completos? Descubra tudo sobre o universo Hyundai inscrevendo-se no nosso canal. Feito para quem gosta de carros e muita informação.,5316280,10368,6792,0,144
170,UCRbP2fAbCBOMiaci7tz_sAA,kRemMkQ08ZM,Hyundai | Brilliant Moments | Atut Rishta – Inseparable Bond | Jasmeet Singh,2018-09-17 11:59:41,"It’s hard to let go of something you have grown up with, specially if it has meant a lifetime of happiness for the entire family.  See how a family relives the unforgettable moments of a long journey.  Visit www.brilliantmoments.in to watch and vote for your favourite Brilliant Moment and win exciting prizes! 1000 Lucky winners will win Rs. 250.00 vouchers.  For more updates  Subscribe: https://goo.gl/XsoGVO   Twitter: https://twitter.com/HyundaiIndia   Facebook: https://www.facebook.com/HyundaiIndia  Google+: https://plus.google.com/u/0/b/108160921162004930270/+hyundaiindia/about   Instagram: https://instagram.com/hyundaiindia/   LinkedIn: https://www.linkedin.com/company/hyundai-motor-india-ltd?trk=nav_account_sub_nav_company_admin",4769920,9723,641,0,391
171,UCRbP2fAbCBOMiaci7tz_sAA,fNJiBlc-JYA,Hyundai | Life is Brilliant | Television Commercial (TVC),2014-11-22 06:51:33,"Hyundai Motor India Ltd (HMIL) has launched its first-ever corporate campaign focusing on India called, ‘Life is Brilliant’. The corporate campaign has been designed to further strengthen Hyundai’s caring and emotional connect with the Indian consumer. This video shows how a father will go to all lengths to make sure that his child is reunited with his mother who is in another part of town.",4664709,1876,637,0,63
172,UCFfFgeKVVhjXtQSXRj3e-Iw,mwx01FBf-KM,2017 Hyundai i30 - Perfect Car!!,2017-06-22 16:03:27,"""Hyundai i30 comes to America as the 2018 Elantra GT   At last year's Paris Auto Show, Hyundai revealed its clean and classy i30 hatchback, with the promise that it would arrive in the US as the Elantra GT. The company has fulfilled that promise and then some, bringing us the same attractive hatch, but with even more power.  Visually and structurally, the car is pretty much identical. The lines aren't fussy, and the look is more upright than its predecessor. The interior is reasonably attractive, but we wish the infotainment display was better integrated with the dash like the Elantra sedan's dash.   The big differences are under the hood. The European i30 features an array of gas and diesel engines, and the most potent of which produced only about 140 horsepower. In the United States, the least powerful Elantra GT is the naturally aspirated 2.0-liter inline-4 that makes 162 horsepower. And if that's not enough, a Sport version will be offered with Hyundai's 201-horsepower turbocharged 1.6-liter.  The Elantra GT Sport, like its sedan counterpart, also picks up a few other improvements. It trades in the standard hatch's torsion bar rear suspension for a multi-link set-up. It also moves up to 18-inch alloy wheels, instead of the standard 17-inch alloys, and larger front and rear disc brakes. The interior gets some sportier accoutrements, too.   All Elantra GTs will be available with a number of premium options, including leather, dual-zone climate control, cruise control with start and stop functionality, automatic emergency braking, and lane keeping assist. You'll also be able to use Hyundai's Blue Link Alexa feature. Interested buyers will be able to check out an Elantra GT at dealer lots this summer, but Hyundai has not yet released pricing. Read More http://www.autoblog.com/2017/02/09/2018-hyunda-elantra-gt-2839237827/  Test Drive Review """"SUBSCRIBE NOW""""""",4169850,18972,2686,0,497
173,UCpcTrCXblq78GZrTUTLWeBw,Ov39iGAgEn4,Benjamin PAVARD - HYUNDAI GOAL OF THE TOURNAMENT **WINNER**,2018-06-30 18:05:06,Benjamin PAVARD's goal from the match against France.  Find out where to watch live: fifa.tv/watch2018  Match highlights: https://www.youtube.com/watch?v=nc9zirKrT0Q  More from Russia 2018: https://www.youtube.com/playlist?list=PLCGIzmTE4d0ia-PWE7WoysqLao-0y7jEz  More World Cup stories: https://www.youtube.com/playlist?list=PLCGIzmTE4d0j5nOjvXOP55xyW3aJCyeGo  Follow all the action from Russia across the FIFA Platforms: 👉 http://www.youtube.com/fifa 👉 http://www.facebook.com/fifaworldcup 👉 http://www.twitter.com/fifaworldcup 👉 http://www.instagram.com/fifaworldcup 👉 http://www.fifa.com,3816149,35718,1114,0,2694
174,UC5qRwzD58S_sTEoLpl6AzTQ,GDy_9z0rH8k,Inside the ref's perspective: Jarred Gillett's final Hyundai A-League game,2019-03-20 06:37:58,Listen to every word uttered by Jarred Gillett and his referees team during his final Hyundai A-League match.,2569,83,0,0,3
175,UCRbP2fAbCBOMiaci7tz_sAA,1fivgi72rmo,Hyundai | Brilliant Moments | Sapno Ki Gaadi – My Dream Car | Saroj Kumari,2018-09-17 11:58:11,"A mother gives in to her daughter's persistent request, not knowing it would prove to be a life-saving decision. Watch this beautiful story to strengthen your belief in humanity. Visit www.brilliantmoments.in to watch and vote for your favourite Brilliant Moment and win exciting prizes! 1000 Lucky winners will win Rs. 250.00 vouchers.  For more updates  Subscribe: https://goo.gl/XsoGVO   Twitter: https://twitter.com/HyundaiIndia   Facebook: https://www.facebook.com/HyundaiIndia  Google+: https://plus.google.com/u/0/b/108160921162004930270/+hyundaiindia/about   Instagram: https://instagram.com/hyundaiindia/   LinkedIn: https://www.linkedin.com/company/hyundai-motor-india-ltd?trk=nav_account_sub_nav_company_admin",3261322,1844,75,0,76
176,UCMSjsvDuobchFSw5U1SDaqg,S5eZAFeAOmI,Hyundai Creta vs Renault Duster | The Perfect SUV Face-off | Comparison,2015-12-22 14:27:30,"""Hyundai calls its Creta """"The Perfect SUV"""". We decided to pit it against its segment competitor, Renault Duster in an innovative comparison format.  Watch Renault Duster vs Hyundai Creta Comparsion by CarDekho. Know more about: Creta at http://www.cardekho.com/hyundai-cars/creta Duster at: http://www.cardekho.com/carmodels/Renault/Renault_Duster  You can also compare these two cars at the following link: http://www.cardekho.com/compare/hyundai-creta-and-renault-duster.htm  Visit http://www.cardekho.com for the latest updates from the auto world.  Facebook: http://www.facebook.com/CarDekho Twitter: http://www.twitter.com/cardekho G+: https://plus.google.com/+cardekho""",2808666,12558,3503,0,796
177,UCAnTQKuelVAIvtUidbT-90Q,X6DJtDHveh4,Hyundai i30 N - Winter Testing with Thierry Neuville,2017-03-15 08:00:03,"Hyundai Motor is undergoing winter testing with its first high performance model: the i30 N. Thierry Neuville tests the third member of the i30 family, to be launched across Europe in the second half of 2017.",2751219,157,4,0,22
178,UCdEczn3MVkx_4PnMZ10MVFA,qdLJAMzShBk,"Here's Why this $15,000 Hyundai Equus Is More Luxurious Than My Rolls-Royce Phantom",2018-12-19 16:01:22,Read my column on Autotrader here: https://www.autotrader.com/oversteer  Buy Hoovie's Garage T-Shirts here: https://hooviesgarage.com/collections/all  Follow me on Twitter! https://twitter.com  Follow me on Facebook! https://www.facebook.com/hooviesgarage/,2739571,40143,3398,0,6093
179,UCryFlRoCpeRNESgLbJZxiIw,hOAN-y7epWM,Comercial Proibido Hyundai Veloster,2011-08-23 12:47:19,http://twixar.com/yD6Nebku - Saiba tudo sobre o Veloster -  CURTA NO FACEBOOK: http://www.facebook.com/pages/CENTRAL-CLASSIFICADOS/262392513771404,2514207,9022,360,0,1272
180,UCo9r1cdTaBY-lQC7p1rwokg,ljg8IRolkdU,Hyundai | Road Stars - i30 N,2018-01-05 13:43:55,"Hyundai i30 N Test | Review Kraftstoffverbrauch für den Hyundai i30 N Performance 2.0 T-GDI 202 kW (275 PS) 6-Gang-Getriebe: innerorts: 9,7 l/100 km; außerorts: 5,7 l/100 km; kombiniert: 7,1 l/100 km; CO2-Emission kombiniert: 163 g/km; Effizienzklasse: D.  Kraftstoffverbrauch für den i30 N i30 N 2.0 T-GDI 184 kW (250 PS) 6-Gang-Getriebe: innerorts 9,5 l/100 km; außerorts 5,5 l/100 km; kombiniert 7,0 l/100 km; CO2-Emission kombiniert: 159 g/km; Effizienzklasse: D.   Der i30 N wird durch Kai Fischer (Moderator, u.a. bekannt als HR3 Radiomoderator - www.kaifischer.tv) präsentiert, erklärt und auf der Rennstrecke am Bilster Berg sowie auf den umliegenden kurvigen Landstraßen in Aktion vorgeführt.  Mehr über uns: http://www.hyundai.de Finde deinen i30 N: http://www.hyundai.de/Modelle/i30-N.html ________________________________________________   Jetzt abonnieren: http://www.youtube.com/subscription_center?add_user=HyundaiMotorGermany Facebook: https://www.facebook.com/hyundai.deutschland Twitter: https://twitter.com/Hyundai_DE Instagram: https://www.instagram.com/hyundai_de/   Mehr über den Hyundai i30 N: http://www.hyundai.de/Modelle/i30-N.html Probefahrt vereinbaren: http://www.hyundai.de/Services/Probefahrt.html",2486259,513,338,0,111
181,UChqhN3wk-UbEDuQtBsHu7lw,1T_IU9oG_Xw,BIGGEST Hyundai SUV - 2020 Hyundai Palisade Interior&Exterior Tour(7&8 seat configuration),2018-12-27 14:51:13,,2290726,14873,1104,0,1103
182,UChNfnSsTRmpBlQZmHGOCEcA,fB-WpkLBRy0,NEW 2018 Hyundai i30 - Exterior & Interior,2018-01-18 12:00:02,SUBSCRIBE more videos are coming!Stay Tuned : https://www.youtube.com/channel/UChNfnSsTRmpBlQZmHGOCEcA?sub_confirmation=1  2019 Hyundai i30  Hyundai i30 2018 in depth review Hyundai i30 2018 interior,2238933,9992,1533,0,282
183,UCMY1jypR-gmUTluZA5mfT-g,YpPNVSQmR5c,IAA 2011 Hyundai new  generation i30 and Martin Winterkorn (Chairman of the Volkswagen AG),2011-09-15 09:45:12,Hyundai at IAA 2011;  Martin Winterkorn (Chairman of the Volkswagen AG) is personally studying the new generation of the Hyundai i30 at the Motorshow in Frankfurt IAA 2011,2114703,1195,99,0,485
184,UCA2utdbkuY6PfX0Exi2Y16w,VRcEmi0YHkk,Hyundai SANTRO 2018 detail Video.,2018-10-20 11:01:19,"Namaste Dosto, iss video me Dekhiye New Hyundai Santro 2018 ke baare me saari information.  Engine, Space, Boot, Music system, AMT gearbox etc. Iss video me Sportz va Asta trim dikhayi gayi hai.  https://www.instagram.com/ganikgagan/ https://www.facebook.com/pageGaganChoudhary",2111734,26030,2090,0,2453
185,UCAMKTtcWpjjeKJnmWytLfZQ,fVWbeOa2Ow8,Hyundai Tucson SUV | Prueba / Análisis / Test / Review en español | coches.net,2015-10-18 08:45:45,"""Probamos el nuevo SUV de Hyundai, sustituto del anterior ix35.  Texto y fotos en coches.net: http://bit.ly/1GMKBX1  Presentado por Joan Dalmau Producción audiovisual: Crator  *** Si os gustan nuestros vídeos, no olvidéis dar un """"Me gusta"""" y suscribiros a nuestro canal para recibir todas las novedades. ¡Gracias!""",2076978,5653,663,0,446
186,UCO-85LYfB61OP4SRAgpfncw,YCuisp9dtns,"Surprise, a Hyundai pickup: Watch Hyundai Santa Cruz Concept truck Revealed",2015-01-14 16:16:27,"( http://www.TFLtruck.com ) The Hyundai Santa Cruz Concept is a pickup truck. Yes, at the 2015 North American International Auto Show Hyundai unveiled a truck. OK, perhaps it is more of a crossover pickup but a truck never-the-less. Check it out as it debuts in Detroit.  ( http://www.patreon.com/tflcar )  Please visit to support TFLcar & TFLtruck.  Check us out on: Facebook: ( https://www.facebook.com/tflcar ) Twitter:     (  https://www.twitter.com/tflcar ) and now even Truck Videos on YouTube at: The Fast Lane Truck ( http://www.youtube.com/user/tflcar ) and classic cars as well at: TFLClassics ( http://www.youtube.com/user/ClassicsUnleashed )",2013839,5123,910,0,966
187,UCOlVRU7y2R5OwL8xhjBbtHQ,APOMcxbDiIA,Hyundai NEXO - Because of you,2018-12-31 09:46:48,"El nuevo NEXO es para aquellos que les gusta cargar la batería de su coche en 5 minutos, para los que les gusta respirar aire puro, para los que buscan una vida más fácil y que los suyos vivan en un lugar mejor.  Hemos creado en nuevo Hyundai NEXO porque no somos nada sin ti.  Es un SUV de pila de combustible único. Combina la tecnología más avanzada con un diseño futurista y una increíble autonomía.   El Hyundai NEXO se caracteriza por un diseño puro en el que destaca su silueta aerodinámica y su techo flotante. El frontal, de superficies fluidas, remarca una imagen ancha y claramente definida, con luces diurnas tipo led colocadas en posición horizontal. La rejilla en cascada se ha ampliado para aumentar la entrada de aire, mientras que en los laterales encontramos los primeros tiradores integrados de Hyundai. El objetivo es conseguir un diseño más limpio y mejorar el flujo de aire. El diseño distintivo de la carrocería se traslada al interior, donde encontramos un ancho frontal en el que sobresalen dos pantallas. La primera, de 12,3 pulgadas, contiene la información del sistema de navegación, mientras que la segunda, de 7 pulgadas, conforma la instrumentación digital; muestra la velocidad, el nivel de combustible y la eficiencia de conducción.  Pero lo realmente sorprendente del NEXO es su sistema de propulsión. Monta un motor eléctrico de 120 kW de potencia (equivalente a 163 CV), con un par de 395 Nm. Es capaz de acelerar de 0 a 100 km/h en 9,2 segundos y de alcanzar una velocidad máxima de 179 km/h. Más allá de sus prestaciones, el NEXO destaca por ofrecer una autonomía de 800 kilómetros por depósito, según el test de homologación NEDC. Esto se debe a su excelente eficiencia energética, del 60%, la mejor del mundo. Los ingenieros de Hyundai han trabajado para garantizar que pueda operar sin restricciones en condiciones climatológicas extremas. Así, es capaz de arrancar con temperaturas por debajo de -30ºC y mostrar un excelente rendimiento de refrigeración con temperaturas superiores a 49 ºC.  Este todocamino, además, será el encargado de estrenar algunas de las últimas tecnologías de asistencia a la conducción desarrolladas por Hyundai. Una de ellas es el nuevo monitor de ángulo muerto (Blind-spot View Monitor BVM), un sistema que no sólo alerta de la presencia de otros coches en los puntos ciegos del vehículo, sino que por primera vez en la industria automovilística muestra imágenes de lo que sucede a su alrededor a través de una pantalla situada en el cuadro de instrumentos. Para ello utiliza un sistema de cámaras gran angular en los laterales y en la trasera.  Otro de los avances tecnológicos es el asistente de mantenimiento de carril (Lane Following Assist LFA), que es capaz de realizar correcciones en la dirección de manera autónoma para garantizar que el vehículo se mantenga dentro de su propio carril. Este sistema funciona a velocidades de hasta 145 km/h. El dispositivo, además, se puede combinar con el Highway Driving Assist (HDA), un control de crucero adaptativo que utiliza sensores y datos cartográficos para mejorar el confort a bordo, la seguridad y la autonomía.  El Hyundai NEXO ofrecerá también un sistema de aparcamiento autónomo conocido como Remote Smart Parking Assist (RSPA). Gracias a él, el vehículo puede estacionar o salir de la plaza de aparcamiento en batería sin necesidad de que el conductor se encuentre en el interior del coche. De esta forma, el vehículo podrá realizar la maniobra de manera 100% autónoma mientras el conductor esté fuera con el mando en la mano.  ¡Sigue todas nuestras novedades!  ➡ Nuestra web: http://www.hyundai.es  ➡ Hyundai Experience: http://www.hyundai.es/experience ➡ Facebook: https://www.facebook.com/Hyundai.es ➡ Twitter: https://twitter.com/HyundaiEsp ➡ Instagram: https://www.instagram.com/hyundaiesp",1964906,1859,1328,0,220
188,UCsqjHFMB_JYTaEnf_vmTNqg,FtmNXC8iqR4,This Weird Hyundai Rivaled the Mercedes S-Class,2018-02-01 16:58:50,"GO READ MY COLUMN! http://autotradr.co/Oversteer  THANKS TO MIGUEL! http://www.thiseuropeanlife.com/  You've never heard of this Hyundai luxury sedan -- but the 2002 Hyundai Equus rivaled the Mercedes-Benz S-Class. Today, I'm reviewing the rare, little-known first-generation Equus to show you all the weird quirks and cool features of the unknown original Hyundai Equus.  FOLLOW ME! Facebook - http://www.facebook.com/ddemuro Twitter - http://www.twitter.com/dougdemuro Instagram - http://www.instagram.com/dougdemuro  DOUGSCORE CHART: https://docs.google.com/spreadsheets/d/1KTArYwDWrn52fnc7B12KvjRb6nmcEaU6gXYehWfsZSo",1949098,27829,1348,0,7422
189,UC5f97D60yHa7UE9rFfbej8g,BjRLthY-F9M,[Travel More with Hyundai] IONIQ Hybrid - ITALY 'Thru My Eyes‘,2017-06-27 08:20:33,Hyundai invites you to a once in a lifetime moment.  Hyundai IONIQ Hybrid makes possible to fully experience the hidden gems of Italy.  Travel More with Hyundai. Visit our website to find out more : https://goo.gl/UcNz3D,1906229,82,18,0,10
190,UCsqjHFMB_JYTaEnf_vmTNqg,o8b5EnnbRLw,"The Genesis G90 Is a $75,000 Hyundai Luxury Sedan",2018-03-13 17:54:08,"GO READ MY COLUMN! http://autotradr.co/Oversteer  The Genesis G90 is a full-size luxury sedan from Hyundai’s new Genesis brand. The Genesis G90 is basically a $75,000 Hyundai — so today I’m reviewing the 2017 Genesis G90 to show you what you get when you spend $75,000 on a Genesis.  FOLLOW ME! Facebook - http://www.facebook.com/ddemuro Twitter - http://www.twitter.com/dougdemuro Instagram - http://www.instagram.com/dougdemuro  DOUGSCORE CHART: https://docs.google.com/spreadsheets/d/1KTArYwDWrn52fnc7B12KvjRb6nmcEaU6gXYehWfsZSo",1852842,24203,1592,0,7154
191,UCHcRjWV5XOGdYkM7ruvpgxw,zr6UlduAJ2I,Hyundai Creta Test Drive Review - Auto Portal,2015-07-31 12:02:16,"Hyundai Creta : https://autoportal.com/newcars/hyundai/creta/  Hyundai Creta was possibly the most anticipated products of the year and we recently drove the compact SUV. Ashish Masih tests it for us. It is launched in one of the highly competitive segment of the compact SUVs among the rivals like the Ford Ecosport and the Renault Duster. Hyundai Creta comes in a premium price range of Rs 9.22 Lakhs to Rs 14.57 Lakhs (Ex. Showroom, New Delhi). Hyundai has introduced the SUV in both petrol and diesel fuel trims. It can be availed in five variants in gasoline trim: E, E+, SX+ Manual, SX+ Manual Spl Edition and SX+ Automatic. On the other hand, the diesel variants are presented with two powertrains in a total of 9 variants: E, S, S+, SX, SX+, S+ Automatic, SX+ Spl Edition, SX (O), and SX+ Automatic. Needless to say, Hyundai Creta gets all the bells and whistles that one would have wished. On the safety front, it gets several premium and reliable features such as side and curtain airbags, Electronic Stability Control (ESC), Vehicle Stability Management control (VSM), Hill Start Assist Control (HAC), Rear parking camera, Lane Change Flash Adjustment and Speed sensing Auto Door lock. As for comfort and convenience, the SUV comes loaded with a plethora of exquisite features like automatic A/C with ion cluster, rear centre armrest with cup holders, electric tailgate release, height adjustable driver's seat, 7-inch touchscreen AVN system with 1 GB internal memory and bluetooth connectivity, etc. to name a few.  While the Creta has already received a rave response, the Maruti Suzuki S-Cross could play a spoilsport once launched. So, here's our video review of the Hyundai Creta compact SUV!  Visit http://autoportal.com/ to know more about different cars, their reviews, price, comparisons and much more. Do follow us on social media to be updated about the latest happenings in the auto world  Facebook: https://www.facebook.com/AutoportalIn... Twitter: https://twitter.com/autoportalindia",1839797,3996,641,0,313
192,UC5f97D60yHa7UE9rFfbej8g,KCjltlrdYDA,[Travel More with Hyundai] i30 - France ‘i30 with Sam Kolder’,2017-06-30 02:35:46,Hyundai invites you to a once in a lifetime moment.  Hyundai i30 makes possible to fully experience beautiful sceneries in France  Travel More with Hyundai. Visit our website to find out more : https://goo.gl/UcNz3D,1756351,586,26,0,36
193,UCULKp_WfpcnuqZsrjaK1DVw,6WDrp-g3bHM,Hyundai i30 hatchback 2013 review - Carbuyer,2012-03-02 09:59:48,"""Hyundai i30 hatchback 2014 review: http://bit.ly/z4ikck Subscribe to the Carbuyer YouTube channel: http://bit.ly/17k4fct Subscribe to Auto Express: http://subscribe.autoexpress.co.uk/cb  """"The Hyundai i30 has bridged the gap to the likes of the VW Golf in terms of quality, performance and running costs.""""""",1750467,3450,329,0,649
194,UCH3WlOZhYZc_hzrQNumah2Q,6LhEhXqXehk,All-New SANTA FE | The SUV that thinks about everyone’s safety | Hyundai Canada,2018-08-07 13:45:58,"Introducing the all-new Santa Fe, the SUV that thinks about everyone’s safety. The all-new Santa Fe with available Hyundai SmartSense™ is loaded with innovative safety technology such as the World’s First Safe Exit Assist, Blind-Spot Collision Avoidance Assist and Rear Seat Occupant Alert. It doesn’t just keep its occupants safe, it helps keep everyone safe. Learn more: https://goo.gl/3esqKd  Subscribe to Hyundai Canada by clicking here: http://ow.ly/uFps305kCmZ  Follow Hyundai Canada on: - Facebook: https://www.facebook.com/hyundaicanada - Instagram: https://www.instagram.com/hyundaicanada/ - Twitter: https://twitter.com/hyundaicanada",1657102,558,317,0,25
195,UCpcTrCXblq78GZrTUTLWeBw,RWgJ4KKn1vM,LIONEL MESSI - HYUNDAI GOAL OF THE TOURNAMENT - NOMINEE,2018-06-26 21:30:00,Lionel Messi's goal from the match against Nigeria.   Find out where to watch live: fifa.tv/watch2018  Match highlights: https://www.youtube.com/watch?v=RmlkAOwJ1gI  More from Russia 2018: https://www.youtube.com/playlist?list=PLCGIzmTE4d0ia-PWE7WoysqLao-0y7jEz  More World Cup stories: https://www.youtube.com/playlist?list=PLCGIzmTE4d0j5nOjvXOP55xyW3aJCyeGo  Follow all the action from Russia across the FIFA Platforms: 👉 http://www.youtube.com/fifa 👉 http://www.facebook.com/fifaworldcup 👉 http://www.twitter.com/fifaworldcup 👉 http://www.instagram.com/fifaworldcup 👉 http://www.fifa.com,1536455,15916,914,0,1231
196,UCvEchHqZhjoyfQJTnhwmehA,2cb5PfHyeBI,Hyundai | New Santa Fe,2018-07-08 23:55:22,Ensure none is left behind with safety technology such as Rear Occupancy alert. Find out more here: https://www.hyundai.com.au/cars/suvs/santa-fe,1526325,17,10,0,2
197,UCQl0ydumpwsVfSmOnf72k-A,ImY0U8WChJ0,The Hyundai Veloster banned commercial,2011-08-23 19:05:22,Banned from Dutch television. Funny and scary =),1522916,3547,129,0,332
198,UCoDzyKdXtzKFVOqXu-aiRWA,wI3kRfqO48U,Customer Drives Car in HYUNDAI Showroom | Destroyed in Seconds,2019-02-20 05:06:57,This is the one of the worst case happened in Showroom. It's not allowed to start the vehicle inside the Showroom for the customers.,1525519,9303,1181,0,1935
199,UCUhFaUpnq31m6TNX2VKVSVA,0Af1LEh2k-c,Hyundai i30 N 2018 hot hatch review – you'll be surprised how good it is | carwow Reviews,2017-09-27 10:00:01,"A Hyundai hot hatch? Yes, you heard me right. Hyundai's finally thrown its hat into the performance car ring with the new i30 N – the first in a range of N-branded products from the Korean manufacturer. I jump behind the wheel to give you my verdict on this new VW Golf GTI and Honda Civic Type R rival.   Subscribe to carwow on youtube –  http://www.youtube.com/c/Carwow?sub_confirmation=1   Awkward haggling is a thing of the past with carwow. Choose your perfect car with our configurator tool and let the country’s best dealers compete over you. Compare the five best offers by price, location and dealer ratings and choose the one that’s right for you – no hassle, no haggling, just a great deal.   Visit our site to save money on your new car – https://www.carwow.co.uk/",1343348,12196,510,0,1728
200,UCPi-UE9Zgpp37dPsb1LaI4w,Xbjdmw8D9-Y,Hyundai - The Empty Car Convoy,2014-07-01 13:29:46,"Hyundai wanted to demonstrate its driver assist features like its Smart Cruise Control, Lane Keeping Assist and Auto Emergency Braking.  So it put together a convoy of empty cars...",1259890,6605,273,0,333
201,UCvEchHqZhjoyfQJTnhwmehA,83ESoPEntDA,Hyundai | Kona Refresh,2018-03-04 23:21:17,Find out more here: http://www.hyundai.com.au/cars/suvs/kona,1194223,496,461,0,35
202,UCE_3WvyCxwiPQlhc4-nf9eQ,-El_-7bnLbA,"""Jorge and Alexa Singing """"Home"""" in the 2012 Hyundai Santa Fe""",2011-12-22 22:32:26,"""Jorge and Alexa Singing """"Home"""" in the 2012 Hyundai Santa Fe""",1142816,2123,100,0,119
203,UCEehKgdyIzyLPGoYnc99VzA,AZ4Wgkri844,Hyundai Santa Fe Nowej Generacji - Czas i Przestrzeń dla Ciebie,2018-07-23 08:12:24,Poznaj Hyundai SANTA FE Nowej Generacji.,1136181,8,4,0,3
204,UCjWs7BxyjO5SLqevxSmp4vQ,U42pFiDiAgM,Hyundai Creta | First Drive | Autocar India,2015-07-29 14:24:00,"With four powertrain options spanning a wide range of price points, Hyundai is carpet-bombing the SUV segment with its new Creta. Renuka Kirpalani drives both the diesel and petrol cars for this review.  Autocar India is your one stop source for test drive reviews & comparison test of every new car released in India. We also offer a great mix of other automotive content including podcasts, motor show reports, travelogues and other special features.  Visit http://www.autocarindia.com for the latest news & happenings from the auto world. Facebook: http://www.facebook.com/autocarindiamag Twitter: http://www.twitter.com/autocarindiamag G+: https://plus.google.com/+autocarindia1",1097845,2596,285,0,278
205,UCMY1jypR-gmUTluZA5mfT-g,YpPNVSQmR5c,IAA 2011 Hyundai new  generation i30 and Martin Winterkorn (Chairman of the Volkswagen AG),2011-09-15 09:45:12,Hyundai at IAA 2011;  Martin Winterkorn (Chairman of the Volkswagen AG) is personally studying the new generation of the Hyundai i30 at the Motorshow in Frankfurt IAA 2011,2114754,1195,99,0,485
206,UCA2utdbkuY6PfX0Exi2Y16w,VRcEmi0YHkk,Hyundai SANTRO 2018 detail Video.,2018-10-20 11:01:19,"Namaste Dosto, iss video me Dekhiye New Hyundai Santro 2018 ke baare me saari information.  Engine, Space, Boot, Music system, AMT gearbox etc. Iss video me Sportz va Asta trim dikhayi gayi hai.  https://www.instagram.com/ganikgagan/ https://www.facebook.com/pageGaganChoudhary",2112955,26032,2091,0,2454
