,id_user,screename_user,name_user,user_description,verified_account,user_followers_count,user_friends_count,user_favourites_count,user_statuses_count,account_date_creation,user_geo_enabled,user_location,tweet_geo,tweet_coordinates,tweet_place,tweet_contributors,tweet_id,tweet_url,tweet_text,tweet_date_creation,tweet_retweet_count,tweet_hashtags,tweet_mentions,tweet_reply_to_user_name,tweet_reply_to_user_id,tweet_reply_to_tweet_id,retweet_status,tweet_lang
0,933108200387301376,FejiOke,Walterejiro,Marketing Solutions. Public Policy Commentaries. Enjoys football(Arsenal).  Time to pay more attention to governance issues.,False,160,251,1686,6911,2017-11-21 23:01:46,True,Nigeria,,,,,1105186398104154114,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:19:05,123,,spectatorindex,,,,False,in
1,314548237,CllrBSilvester,Cllr Brian Silvester ❌,Media DM me #ForBritain @AMDWaters Rope Cllr Hon Alderman & Ex D.Leader #ChesE Ex Leader & Mayor CN Council #Trump  https://t.co/NWYvqiXFYT❌,False,35573,33228,6888,233765,2011-06-10 12:48:10,True,"North West, England",,,,,1105186364344205312,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:18:57,123,,spectatorindex,,,,False,in
2,65326915,ElijahDTishbite,ELIJAH,"Technical analyst, visionary individual and a perfect team player. Football cheers me up, I love #ChelseaFC. Ambassador of Christ",False,419,381,11418,5982,2009-08-13 09:38:26,False,"10 00 N, 8 00 E",,,,,1105186332673011713,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:18:49,123,,spectatorindex,,,,False,in
3,293815285,jeffersonlopez4,Jeff Lopez,Dios es bueno,False,130,145,73,10349,2011-05-06 01:12:12,True,,,,,,1105186330106048512,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:18:49,123,,spectatorindex,,,,False,in
4,910517942286241797,Lavr2018,Алексей Лавриненков,,False,68,727,21422,20399,2017-09-20 14:56:08,False,,,,,,1105186151063830540,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:18:06,123,,spectatorindex,,,,False,in
5,1057013800434577410,rebelxtian18,Christian Rebel,I'm a follower of Christ  I don't fit in to your Christian cliques  Broken saint,False,44,91,1694,782,2018-10-29 20:58:23,False,With the outcasts,,,,,1105186134190116864,,Well I got the new 2019 Hyundai Veloster https://t.co/30VYHFlpHc,2019-03-11 19:18:02,0,,,,,,False,en
6,35282790,cristianoimhof,Cristiano Imhof,"Advogado, autor de livros jurídicos, palestrante e parecerista",False,763,347,25136,13245,2009-04-25 19:01:41,True,"Balneário Camboriú, Santa Catarina",,,,,1105186039235256322,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:17:39,123,,spectatorindex,,,,False,in
7,1288186512,Hyundai_Italia,Hyundai Italia,"Entra nel mondo #Hyundai: news, informazioni, curiosità dal nostro canale ufficiale.  #NewThinking, #NewPossibilities.",True,15400,215,3541,2551,2013-03-22 09:10:37,True,Italia,,,,,1105186021950582791,,RT @motorionline: Nella prima classifica europea stilata con lo scopo di misurare emissioni ed efficienza energetica nelle condizioni di gu…,2019-03-11 19:17:35,1,,motorionline,,,,False,it
8,464141792,nwlust,Nathan Wolf 🇲🇽,"Emprendedor Convencido de potencial LATAM/Asia ExEmbajador de México en Singapur Myanmar y Brunei RT no es endoso Former-Ambassador to Singapore,Myanmar, Brunei",False,2134,1020,10270,3871,2012-01-14 22:08:18,True,,,,,,1105186005605179397,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:17:31,123,,spectatorindex,,,,False,in
9,785221724,ModernHyundai,Modern Hyundai,Modern Hyundai of Concord is a Hyundai dealer specializing in Hyundai cars and SUVs for Concord and greater Charlotte area. Experience the Modern Difference!,False,179,230,21,1216,2012-08-27 18:28:24,True,"Concord, NC",,,,,1105185808863186945,https://twitter.com/i/web/status/1105185808863186945,We hope you are enjoying Spring-ing Forward!! Check out our new Spring/Summer hours and be sure to stop in and see… https://t.co/Xg11MeEkp0,2019-03-11 19:16:44,0,,,,,,False,en
10,14224894,ishwari,Ishwari Bhattarai,"Tech ĕn-tho̅o̅′zē-ăst′, ex-nefolee.",False,2669,630,8263,22123,2008-03-26 11:47:31,True,🇨🇦,,,,,1105185796456210434,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:16:41,123,,spectatorindex,,,,False,in
11,33839945,fasaid,Farouk A. Sa'id,"Keen on human development, social justice and equality. ❤️ Astronomy, Arts and Sports",False,59,279,218,464,2009-04-21 07:10:29,True, Nigeria.,,,,,1105185716307398664,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:16:22,123,,spectatorindex,,,,False,in
12,1336703060,emenikeemmanue6,Chibyke silvester,,False,212,283,7959,5584,2013-04-08 13:48:15,False,Nigeria,,,,,1105185696376066049,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:16:18,123,,spectatorindex,,,,False,in
13,16103799,oscardo,Oscar Ortiz,"Ingeniero en Sistemas, fútbolero, asocial y trato de hacer lo politicamente correcto aunque de vez en cuando pareciera que no!",False,1347,2736,6612,30028,2008-09-02 21:59:05,True,"Bogotá, Colombia",,,,,1105185641434923009,,"RT @spectatorindex: Most reliable car brands, 2018.  1. Lexus 2. Toyota 3. Mazda 4. Subaru 5. Kia 6. Infiniti 7. Audi 8. BMW 9. Mini 10. Hy…",2019-03-11 19:16:04,123,,spectatorindex,,,,False,in
