,channel_id,video_id,title,date,description,viewcount,likecount,dislikecount,favoritecount,commentcount
10,UCXE_CDNbKyo66WXi5CynNig,tY7o5S5SY1A,Village Girl Driving Mahindra mini tractor & cultivator | MAHINDRA JIVO 245 DI 4WD - Come to Village,2018-06-08 04:31:37,"Mahindra tractor vs Village Girl  Faming land use mini cultivator and village girl driving a Mahindra mini tractor i.e. MAHINDRA JIVO 245 DI 4WD. This tractor very helpful small level plant and no need more workers it reduced all kind of work. Come to village channel full support this JIVO DI 4WD good tyre grip front and back while driving this have two kind of option 1. Normal 2WD  and 2. 4WD Options. We have to choice when we will need and based on situation.   My village king of driver giving instruction for village girl how to driver and how to use mini tractor.  From my village launched new Mahindra JIVO245 DI 4WD mini tractor. This mini tractor very good performance, power and more profit given for village farmers. Mahindra JIVO is very helpful sugarcane land and banana farming, cultivation and small type of all kind of work used Mahindra JIVO 24HP 4WD.  Ex-Showroom Pirce is Rs.3.90 Lakh. Mahindra JIVO  245 DI 4WD Mini Tractor  Di Engine. Automatic Draft & Depth Control Highest Efficiency for sparing in vineyard and Interculture Operations Designed tough, for toughest usage, in multiple applications Advance design for the best is style and comfort Stylish wrap around head lamps High ground clearance High Lift capacity Stylish instrument Cluster Mahindra JIVO brings unmatched power with its highest torque of 86 Nm to carry out all operations with ease, and the highest PTO HP to efficiently drive all implements.  It brings superb performance with a strong metal body for everyday rugged use, a high lift capacity of 750 kg for lifting heavy loads easily, 4-wheel drive for better traction, and the capacity to pull variety of implements.  Mahindra JIVO also means greater profits because of its low maintenance, best in class mileage, and easy spare part availability with low cost of parts. Get the new Mahindra JIVO to experience power, performance and profit like never before.  Website : http://cometovillage.com  New Mahindra JIVO Tractor :  https://youtu.be/y4n0bAj5-zw  JCB Stunt Video:   https://youtu.be/A_m1-BahXyU  Village Girl Tractor Videos : https://goo.gl/eU4Ltq  Tractor Stuck videos : https://goo.gl/3AXhzV  Tractor Racing Video : https://goo.gl/2BDEkZ  Bike Racing Video : https://goo.gl/1Xn3nV  Bike vs Bike Tochan Videos : https://goo.gl/8QrYkK  Tractor Tochan Video Pujabi Style : https://goo.gl/hqGGpR  India's first time launch Swaraj 963 tractor harvester at my village / India’s no.1 tractor harvester  https://youtu.be/XSZq_QOG1mo  lorry accident with sugarcane load / truck accident with heavy load sugarcane https://youtu.be/HNiK8BtYlDo Youtube Page : https://www.youtube.com/c/ComeToVillage  Facebook  Page : https://www.facebook.com/cometovillage  Blog : https://cometovillage.blogspot.in  Subscribe Button https://goo.gl/yZabKP",7766991,8228,3705,0,467
11,UC_0Yxe9PkD6P8Vn7EtkXjpA,oRPrNdPsUrE,Gaurav Gill sets the roads on fire with the Mahindra XUV300!,2019-01-18 04:41:52,"When India’s ace rally driver #GauravGill got his hands on the thrilling, new Compact SUV #MahindraXUV300, heart-stopping action was the result! Watch the high-octane action unfold!",6652575,3123,88,0,
12,UCbNNiJzzLQWW1umv3soLhAg,x0k17QR_p5Q,एक विशेष बंधन | प्राउड फादर्स फॉर डॉटर्स | प्रोजेक्ट नन्ही कली | Mahindra Rise,2017-12-01 13:04:56,"प्राउड फादर्स फॉर डॉटर्स का चौथा पर्व यकीनन सितारों से भरपूर रहा, जहाँ कई मशहूर फोटोग्राफर्स ने पिता-बेटी के बीच खिल रहे विशेष बंधन को तस्वीरों में क़ैद किया।  ‘प्राउड फादर्स फॉर डॉटर्स’ से एकत्रित धन राशी प्रोजेक्ट नन्ही कली को दी जाती है, जिसे लड़कियों की शिक्षा के लिए इस्तेमाल किया जाता है।  Season 4 of 'Proud Fathers for Daughters' proved to be a star-studded event, with renowned photographers from all over India capturing the magical moments that transpire between a father-daughter duo.   Funds collected from 'Proud Fathers For Daughters' support Project Nanhi Kali's efforts to educate the girl child.  अधिक जानकारी के लिए : www.nanhikali.org  #MahindraRise #ProjectNanhiKali #ProudFathersForDaughters  About Mahindra Rise: A technology & innovation-led, global, federation of companies, that provides a wide range of products, services & possibilities, enabling people to Rise.  To know more about our other initiatives visit - http://www.mahindra.com/riseforgood  Subscribe to Our Channel: https://www.youtube.com/user/MahindraRise?sub_confirmation=1  Facebook: https://www.facebook.com/mahindrarise Instagram: https://www.instagram.com/people_who_rise/ Linkedin: https://www.linkedin.com/company/mahindrarise/ Twitter: https://twitter.com/MahindraRise",6312510,31,15,0,1
13,UCEfY31ZQGeF3yu6L8N45VTw,slivzooIcYU,Mahindra Bolero ZLX 2017 | Real-life review,2017-08-08 16:48:36,"Namaste friends, please LIKE & SUBSCRIBE :)  The Mahindra Bolero is an off-road vehicle produced by Mahindra & Mahindra. Price: The various fuel trims in Mahindra Bolero are priced differently. The basic design is based on the Mahindra Armada Grand.   Diesel: 2523 cc m2DiCR, 4 cyl engine, 63 Bhp power, 195 Nm torque, 120 kmph top speed, NGT 520 5-speed transmission, 16 kmpl average, 180 mm ground clearance, 12 months warranty  4 Variants: ZLX, SLX, SLE, EX (Bolero and Commercial variants not included)  6 Colors: White, Black, Silver, Brown, Beige, Red  Price range: Rs. 6.60 lakh - Rs. 8.10 lakh (Ex-showroom, New Delhi)  Facebook - https://www.facebook.com/namastecar Twitter - https://twitter.com/namastecar Google+ - https://plus.google.com/+namastecar Instagram - https://www.instagram.com/namastecar",5796334,20772,4040,0,1952
14,UCcS8JMEvLC64FJMJZLt0l-g,HvZHXclEj-Q,Mahindra Scorpio - New Generation Scorpio TVC,2014-09-25 08:07:58,The New Generation Scorpio - Not Just A New Car. A New Breed.  Know more: http://www.mahindrascorpio.com/,4996074,8316,635,0,
15,UCdc5eB9sayvagkC2PxqVwVQ,-oMaM6yxd4I,Dekhiye Mahindra 475 Tractor Kaise Hawa Me Khada Ho Gaya,2017-11-06 07:16:43,"tractor trolley, tractor video, tractor videos, trolley, mahindra 575, mahindra 575 di, mahindra tractor video, mahindra tractor 575, mahindra tractor, tractor stunt, tractor Pulling trolley, 575 mahindra tractor, tractor, mahindra 585, punjab tractor, jcb working videos hd, mahindra tractor ki video, tektar ki video, mahindra 575 di modified, tractor videos in punjab, 5911 vs 855, tractor wala, mahindra 475, tractor trolley videos, mahindra 595 di turbo, mahindra tractor trolley, mahindra 595, mahindra vs sonalika, tractor mahindra, 855 tractor, ace tractor 450, tractar mahendra, mahindra tractor power, tractor overload, jcb videos hd, mahindra, mahindra 595 new model, framtrac 6055, tractor trolley video, mahindra 475 di tractor, mahindra 575 di bhoomiputra, #mahindratractor475 #mahindra #mahindrafails",4795421,3384,1663,0,191
16,UCgWG1GOKiY6CPLem81CvhQA,bLARnLCWkLs,Tractor Tochan mahindra arjun 605 vs john deere 5310 full fight,2018-07-03 10:00:30,"""more vedio subscribe my youtube channel and on alarm share plzz #1million #1+ #tochan #tractors #tractortochan  -~-~~-~~~-~~-~- Please watch: """"tractor tochan hmt 5911 vs same 603""""  https://www.youtube.com/watch?v=BK0vq4rJ3K4 -~-~~-~~~-~~-~-""",4811597,9979,2369,0,535
17,UCmQMyhzqClFysWtd7jhQYIg,Ez2IbQULlzk,"Mahindra Live Young, Live Free.",2012-11-06 13:47:20,"Watch this magnum opus from Mahindra that celebrates the eternal quest for freedom. Live Young, Live Free. For we are the Living.",4610814,6241,247,0,
18,UCz9PtRevgLy6E0MUClX1wdg,k9k9JhH064E,New Mahindra Bolero TVC,2012-01-06 12:59:49,"Take a look at the New Mahindra Bolero TVC! Evolution has made the new Bolero stronger, smarter and a lot more powerful. Watch this exciting video on how Mahindra Bolero emerged tough and rugged, with a brand new engine, aggressive design and plush interiors.",4091606,1088,247,0,
19,UCfo0AlxPIc6LLIF8PWhVbVg,NE3MZ7nWNCs,"When Mahindra Wins, India Wins! | Indian National Anthem Enchores in Berlin | Mahindra Racing",2017-06-16 14:11:38,"On 10 June' 17, Mahindra Racing got its maiden victory at the Berlin ePrix. The Indian national anthem was played at the award ceremony. Our team driver - Felix Rosenqvist - brought home our first victory while teammate Nick Heidfeld bagged the third spot to score a podium hat-trick.  #MahindraRacing #FormulaE #BerlinEPrix #IndianNationalAnthem  About Mahindra Racing Team: We are extremely passionate about extreme machines that race in extreme conditions. We are passioneers.  Subscribe to Our Channel: https://www.youtube.com/user/mahindraracing?sub_confirmation=1  Visit Our Site To Know More: http://www.mahindraracing.com Join Us On Facebook: https://www.facebook.com/MahindraRacing Follow Us On Twitter: https://twitter.com/MahindraRacing Follow Us On Instagram: https://instagram.com/MahindraRacing",4012353,996,785,0,47
20,UCvrtlP9vwLhfR_E2a47VE7A,-AsB_LToL18,Mahindra Scorpio Illegally modified limousines seized by RTO  CAR CARE TIPS,2017-09-29 07:00:54,"Hello Friends !! || WELCOME TO CAR CARE TIPS || MUST LIKE | SHARE | COMMENT WHAT TO SEE IN NEXT VIDEO DON'T FORGET TO ------👉| SUBSCRIBE |👈------  CLICK HERE TO SUBSCRIBE - https://goo.gl/ALhi4S LIKE US ON FACEBOOK --👇 https://www.facebook.com/carcaretipss/ FOLLOW US ON INSTAGRAM --   for more details please visit : https://autocarcaretips.com/  For business inquiries : carcaretipsx@gmail.com  Dear viewers if you have any issue regarding the video please write to us at  carcaretipsx@gmail.com  we will respond you with in 24 hrs    I Think Friends You Enjoyed This Video A Lot. Finally Thanks For Watching. Keep Supporting Us.  CAR CARE TIPS -------------------------------------------------------------------- Car Reviews, Video Reviews, Test Drives, #PLEASE_SUBSCRIBE_MYCHANNEL_LIKE_SHARE",3749889,7433,1859,0,266
21,UCbNNiJzzLQWW1umv3soLhAg,g1y6t0NNkL8,#RiseAgainstClimageChange | Future Is Sustainability | Episode 3 | Rise For Good | Mahindra Rise,2018-06-11 06:39:03,"How is Mahindra rising to the challenge of sustainability? Watch episode 3 of our #RiseAgainstClimateChange series to know more about our sustainable initiatives.  #RiseForGood #GCAS2018 #StepUp2018  About Mahindra Rise: A technology & innovation-led, global, federation of companies, that provides a wide range of products, services & possibilities, enabling people to Rise.  For more information visit our website: www.mahindra.com/riseforgood  Subscribe to Our Channel: https://www.youtube.com/user/MahindraRise?sub_confirmation=1  Facebook: https://www.facebook.com/mahindrarise Instagram: https://www.instagram.com/people_who_rise/ Linkedin: https://www.linkedin.com/company/mahindrarise/ Twitter: https://twitter.com/MahindraRise",3642557,16,2,0,0
22,UCcHLsF0NxiQqNeL7Ysxo7iA,tdTqyalsLt8,Tech Mahindra's mock interview sessions for the final year students,2013-10-07 08:51:42,Guru Nanak Engineering has Best Training & Placement Cell. Best Engineering College for Placements.,3299273,6498,2101,0,494
23,UCYwHN0JiK5nZofdI7XoiMKw,QXn5yyilz1M,Mahindra 275 Di Tu Vs Powertrac 434 Plus,2018-09-20 12:50:07,"is video me aap log dek sakte hai ki mahindra tractor 275 Di Tu ka power or Powertrac 434 plus   subscribe, like & Don't forget to share the video",3310393,5092,1978,0,416
24,UCSaT4BOZgFHCwBei_CfouYA,ztgGGgegl10,How a moment turns magical only at Club Mahindra,2017-01-03 15:06:11,"There are holidays. And then, there are magical ones you can enjoy only at Club Mahindra. It’s where parents become kids all over again. Where your children become your friends. Here’s how one family’s simple holiday moment turned truly magical.  And you can enjoy magical moments of your own. When you become a Club Mahindra member, you get to:   -  Experience 7 nights / 8 days of wonderful holidays every year for 25 years -  Vacation at 46 stunning resorts in India and abroad  These are just some of the reasons that make a Club Mahindra membership and holiday so unique. To find out more, visit http://www.clubmahindra.com/",3266360,110,40,0,
25,UCTB57CF2c8exvDPB6kiliQQ,ALD72k9ZuJk,Mahindra TUV300 TV Ad - TOUGH IS WHAT TOUGH DOES !,2015-09-29 13:02:36,TOUGH IS WHAT TOUGH DOES! Watch the action packed TV Ad of the new Mahindra TUV300 starring Prabhas of Baahubali fame.,2950088,5378,390,0,
26,UCObftjRUXG4toiX6-lXvn5Q,Aaa97yqeirg,Presenting the Mahindra Marazzo,2018-09-03 06:44:23,"The special moment is here! As the #MahindraMarazzo gets unveiled at an on-ground press event, here is the simultaneous unveil through a film especially made for social media. http://bit.ly/MahindraMarazzo_Reveal",2862600,381,69,0,
27,UC7jXFy9EelwsjSzTgkFYKAA,g9o18AbMnCU,TOP 6: BEST Modified Mahindra XUV 500 ! ! !,2017-10-23 12:09:27,"Hey guys, in this video I've shown the Top 6 best Modifications of the Mahindra XUV 500. Enjoy :)  Don't forget to share this video with your friends who own an XUV 500 ;)",2527498,16578,1959,0,496
28,UCSaT4BOZgFHCwBei_CfouYA,hHCSqeVdQoM,How a moment turns magical only at Club Mahindra,2016-12-15 07:12:48,"There are holidays. And then, there are magical ones you can enjoy only at Club Mahindra. It’s where parents become kids all over again. Where your children become your friends. Here’s how one family’s simple holiday moment turned truly magical.  And you can enjoy magical moments of your own. When you become a Club Mahindra member, you get to:   -  Experience 7 nights / 8 days of wonderful holidays every year for 25 years -  Vacation at 46 stunning resorts in India and abroad  These are just some of the reasons that make a Club Mahindra membership and holiday so unique. To find out more, visit http://www.clubmahindra.com/",2357657,401,88,0,
29,UCZHpnKeORO9dju0KgtPz6Aw,hezBfMvurgg,2018 Mahindra Bolero Power Plus SLX Review | Bolero 2018 Features,2018-01-06 20:39:36,"2018 Mahindra Bolero Power Plus SLX Review.Bolero 2018 Features,Review,,interior,exterior and engine.SUBSCRIBE :-https://www.youtube.com/c/cardelight9  Tata Nexon Features: https://youtu.be/Eu-Wk-kQUDc  Elite i20 accessories and modified: https://youtu.be/0IjvIm05heA  Grand i10 era: https://youtu.be/dBOOpWNSYLw  Scorpio 2018 S7: https://youtu.be/QPxWcfuc5OQ  Upcoming cars in India: https://youtu.be/9-Vckas0YzU  Ford endeavour 2018 features and review: https://youtu.be/BZhndWQsSk0  Mahindra Thar 2018: https://youtu.be/VjA0GI2BLsE  Renault Kwid 2018: https://youtu.be/Iu85oM3UGpk  2018 Mahindra TUV 300: https://youtu.be/c1UdMYu442s  2018 Kuv 100: https://youtu.be/E7gWoMo4AYE  Renault Captur: https://youtu.be/S2-dNl6eZO0  Grand i10 model: https://www.youtube.com/playlist?list=PL02sKCXw2LkL3pF_yH-t1tM119Cmnr935  Baleno Sigma: https://youtu.be/DM2oQ_yyUzo  Ecosport 2017 trend and trend plus https://youtu.be/DM2oQ_yyUzo  Honda city Vx 2017 https://youtu.be/JaD7MDTI4ik  Ecosport 2017 base ambiente https://youtu.be/dWhaD_tInTM  Maruti WagonR https://youtu.be/qzU4yxWAUQM  Innova crysta 2018 https://youtu.be/5y47qUnoigc  Ford Ecosport 2017 titanium  https://youtu.be/n_eoh5S1ENc  S cross 2017 https://youtu.be/YfWzZQsS48c  Toyota Altis 2018 https://youtu.be/ogyvpsBy4h8  Verna 2017 review https://youtu.be/GDnm0DhfKzQ  Grand i10 sport https://youtu.be/skDA_XXTuQk  Creta E plus diesel https://youtu.be/HVye_LRelj8  Creta SX plus https://youtu.be/5npoZKKo9xI  Alto 800 vxi https://youtu.be/N6SPJppz1mE  Dzire zxi/zdi https://youtu.be/fvsE8o1JHl4  Dzire vxi/vdi https://youtu.be/PhALPF01VDw  Baleno zeta https://youtu.be/89P-y6G7evk  Baleno Delta https://youtu.be/1e4z0nJEdEA  Elite i20 sportz https://youtu.be/5TCy3fAODUU  Fortuner 2018 Trd sportivo  https://youtu.be/hw1Rn0hApkk  Best Car Perfumes : http://amzn.to/2gn6JX6  like us on FACEBOOK : https://www.facebook.com/Cardelight9/",2344912,16871,2195,0,686
30,UCSaT4BOZgFHCwBei_CfouYA,KGYuk4-btuQ,Club Mahindra Cherai - Experience something new everyday,2017-12-06 13:41:33,Let your child's imagination take flight while you holiday at one of our popular resorts. Where countless delightful experiences await you and your family at Club Mahindra Cheria. Know more on www.clubmahindra.com  Become a member today by clicking on https://goo.gl/WiwKmg,2311297,22,3,0,3
31,UCbNNiJzzLQWW1umv3soLhAg,UP2752tfJHg,#RiseAgainstClimateChange | The Green Picture | Episode 4 | Rise for Good | Mahindra Rise,2018-06-18 08:56:17,"#RiseForGood | Can sustainability impact revenues positively? Watch how Mahindra's green businesses are answering this question in Episode 4 of our #RiseAgainstClimateChange series. #StepUp2018 #GCAS2018  About Mahindra Rise: A technology & innovation-led, global, federation of companies, that provides a wide range of products, services & possibilities, enabling people to Rise.  For more information visit our website: www.mahindra.com/riseforgood  Subscribe to Our Channel: https://www.youtube.com/user/MahindraRise?sub_confirmation=1  Facebook: https://www.facebook.com/mahindrarise Instagram: https://www.instagram.com/people_who_rise/ Linkedin: https://www.linkedin.com/company/mahindrarise/ Twitter: https://twitter.com/MahindraRise",2304359,16,4,0,1
32,UCdtokZfeInmGtaXmHUVojYg,HJfMhpG_Cu0,Mahindra 575 vs SWARAJ MASSEY FERGUSION vs mahindra 475,2017-08-09 16:35:58,Moving down. Skidding,2216205,2097,1158,0,66
33,UCjWs7BxyjO5SLqevxSmp4vQ,ywf0LaIwYzs,Mahindra Marazzo | First Drive Review | Autocar India,2018-09-03 08:30:01,"The Mahindra Marazzo is an all-new seven or eight-seat MPV from the Indian manufacturer that hopes to slot into the sweet spot between the Maruti Ertiga and the Toyota Innova Crysta. It also uses a unique combination of ladder-frame chassis and front-wheel drive, and even gets a brand new 1.5-litre diesel engine. But, is it a worthy contender? Shapur Kotwal drives it to find out.  #Mahindra #Marazzo #review  SUBSCRIBE to Autocar India for hottest automotive news and the most comprehensive reviews ► http://bit.ly/AutocarInd  Autocar India is your one stop source for test drive reviews & comparison test of every new car released in India. We also offer a great mix of other automotive content including podcasts, motor show reports, travelogues and other special features.  Click this link for latest car reviews ►http://bit.ly/ACI-NewCarReviews  Click this link for comparison tests of latest cars & bikes ►http://bit.ly/ACI-Comparison  Click this link for latest bike reviews ►http://bit.ly/ACI-BikeReviews  Click this link for Autocar India exclusive features ►http://bit.ly/ACI-Features  Visit http://www.autocarindia.com for the latest news & happenings from the auto world. Facebook: http://www.facebook.com/autocarindiamag Instagram: https://www.instagram.com/autocar_india/ Twitter: http://www.twitter.com/autocarindiamag G+: https://plus.google.com/+autocarindia1",1956898,14936,1476,0,1189
34,UCHAeqYA43JwC2MQ0BbEEmPw,xKIefyKPvjw,"NEW MAHINDRA SCORPIO 2018 FACELIFT S11 NEW ENGINE, FEATURES",2017-11-22 12:31:02,NEW MAHINDRA SCORPIO FACELIFT -  * NEW FEATURES * NEW ENGINE * CHANGES * MAHINDRA SCORPIO S11 VS S10 * AND MANY MORE...  FOLLOW ME ON INSTAGRAM : https://www.instagram.com/officialfreeadvice/  MAHINDRA SCORPIO COMPLETE REVIEW : https://youtu.be/RW5v1HU2XrY,1944060,23517,1558,0,1184
35,UC9nTWbxbIxosTEdD-DlbSjg,MI4CB6JqY4s,Mahindra Scorpio s11 stunt  |mahindra scorpio s11stunts||Scorpio  stunts in deep water,2018-05-28 09:45:43,"Add aDmin As friend on fb https://www.facebook.com/Choudharysaabofficial  Mahindra Scorpio S11 2018||Scorpio deep water crossing|| Best car in the World #proton x70 Scorpio top model s11 review - interior,exterior,features,price,colour,engine,milege,saftey features,top speed and music system.Scorpio S11 model is also available in 4wd #scorpio #scorpio#and#bolero   #bolero#review #scorpio#review #new#scorpio #scorpios10 #scorpios11 #scorpio s11 #scorpio s10 #bolero2018 #scorpio#power#test #4wheeldrivecars in india #ecosportvsduster #proton_x70_top_speed",1717318,5723,841,0,288
36,UCbNNiJzzLQWW1umv3soLhAg,tt0HBIXrX9M,#FUTURise 2018 | Thank You For All the Love 2017 | Mahindra Rise,2018-01-01 06:24:27,"2018 is here and it's a new beginning. But as we bid adieu to the year that went by, here’s a glance at all that we did to #FUTURise  #RiseForGood #MahindraRise  About Mahindra Rise: A technology & innovation-led, global, federation of companies, that provides a wide range of products, services & possibilities, enabling people to Rise.  To know more about our other initiatives visit - http://www.mahindra.com/riseforgood  Subscribe to Our Channel: https://www.youtube.com/user/MahindraRise?sub_confirmation=1  Facebook: https://www.facebook.com/mahindrarise Instagram: https://www.instagram.com/people_who_rise/ Linkedin: https://www.linkedin.com/company/mahindrarise/ Twitter: https://twitter.com/MahindraRise",1702692,71,47,0,2
